1	250
2	248
3	247
4	246
5	245
6	244
7	243
8	242
9	241
10	240
11	239
12	235
13	234
14	233
15	232
16	231
17	230
18	229
19	228
20	227
21	226
22	225
23	223
24	222
25	221
26	220
27	219
28	218
29	217
30	216
31	215
32	214
33	213
34	212
35	211
36	210
37	209
38	208
39	207
40	204
41	203
42	202
43	201
44	200
45	199
46	198
47	197
48	195
49	194
50	193
51	192
52	191
53	190
54	189
55	188
56	187
57	186
58	185
59	184
60	183
61	182
62	181
63	180
64	179
65	178
66	177
67	176
68	175
69	174
70	173
71	172
72	171
73	170
74	168
75	167
76	166
77	165
78	164
79	163
80	162
81	161
82	160
83	159
84	158
85	157
86	156
87	155
88	154
89	153
90	152
91	151
92	150
93	149
94	148
95	147
96	146
97	145
98	144
99	143
100	142
101	141
102	140
103	139
104	138
105	137
106	136
107	135
108	134
109	133
110	132
111	131
112	130
113	129
114	128
115	127
116	126
117	125
118	124
119	123
120	122
121	121
122	120
123	119
124	118
125	117
126	116
127	115
128	114
129	113
130	112
131	111
132	110
133	109
134	108
135	107
136	106
137	105
138	104
139	103
140	102
141	101
142	100
143	99
144	98
145	97
146	96
147	95
148	94
149	93
150	92
151	91
152	90
153	89
154	88
155	87
156	86
157	85
158	84
159	83
160	82
161	81
162	80
163	79
164	78
165	77
166	76
167	75
168	74
169	73
170	72
171	71
172	70
173	69
174	68
175	67
176	66
177	65
178	64
179	63
180	62
181	61
182	60
183	59
184	58
185	57
186	56
187	55
188	54
189	53
190	52
191	51
192	50
